id_karyawan,nama,departemen,jam_kerja_sebulan,output_task,gaji_pokok
2582,Karyawan_2582,Security,163,48,10000000
2583,Karyawan_2583,Marketing,205,29,6000000
2584,Karyawan_2584,Designer,191,49,6000000
2585,Karyawan_2585,Admin,201,23,8500000
2586,Karyawan_2586,Designer,207,47,6000000
2587,Karyawan_2587,Admin,161,31,8000000
2588,Karyawan_2588,Marketing,174,39,6000000
2589,Karyawan_2589,Developer,188,25,10000000
2590,Karyawan_2590,Designer,185,55,6000000
2591,Karyawan_2591,Designer,192,27,6000000
2592,Karyawan_2592,Developer,180,32,6000000
2593,Karyawan_2593,Security,183,32,7000000
2594,Karyawan_2594,Marketing,192,58,7000000
2595,Karyawan_2595,Developer,185,54,6000000
2596,Karyawan_2596,Admin,186,27,8000000
2597,Karyawan_2597,Security,150,25,8000000
2598,Karyawan_2598,Security,164,43,6000000
2599,Karyawan_2599,Developer,174,24,10000000
2600,Karyawan_2600,Security,157,59,10000000
2601,Karyawan_2601,Admin,170,46,8000000
2602,Karyawan_2602,Marketing,190,47,8000000
2603,Karyawan_2603,Developer,191,28,10000000
2604,Karyawan_2604,Developer,182,42,8000000
2605,Karyawan_2605,Marketing,189,30,8000000
2606,Karyawan_2606,Marketing,170,50,8000000
2607,Karyawan_2607,Developer,179,35,7000000
2608,Karyawan_2608,Developer,202,25,8500000
2609,Karyawan_2609,Admin,198,39,7000000
2610,Karyawan_2610,Admin,177,34,8500000
2611,Karyawan_2611,Developer,187,35,7000000
2612,Karyawan_2612,Marketing,205,58,8000000
2613,Karyawan_2613,Marketing,178,20,8500000
2614,Karyawan_2614,Security,196,43,10000000
2615,Karyawan_2615,Marketing,183,33,8500000
2616,Karyawan_2616,Designer,182,40,8500000
2617,Karyawan_2617,Admin,168,24,8000000
2618,Karyawan_2618,Marketing,197,35,10000000
2619,Karyawan_2619,Developer,189,46,10000000
2620,Karyawan_2620,Security,188,49,10000000
2621,Karyawan_2621,Security,193,27,8500000
2622,Karyawan_2622,Admin,191,28,10000000
2623,Karyawan_2623,Security,197,24,10000000
2624,Karyawan_2624,Security,182,25,8000000
2625,Karyawan_2625,Security,173,20,8000000
2626,Karyawan_2626,Security,202,38,7000000
2627,Karyawan_2627,Marketing,165,34,7000000
2628,Karyawan_2628,Admin,209,22,10000000
2629,Karyawan_2629,Security,182,31,8500000
2630,Karyawan_2630,Developer,176,44,7000000
2631,Karyawan_2631,Designer,165,22,6000000
2632,Karyawan_2632,Security,157,35,8500000
2633,Karyawan_2633,Marketing,169,48,6000000
2634,Karyawan_2634,Security,186,44,10000000
2635,Karyawan_2635,Security,154,54,8500000
2636,Karyawan_2636,Developer,160,31,8500000
2637,Karyawan_2637,Security,188,52,7000000
2638,Karyawan_2638,Developer,182,54,6000000
2639,Karyawan_2639,Designer,201,20,8000000
2640,Karyawan_2640,Admin,162,59,10000000
2641,Karyawan_2641,Developer,185,47,7000000
2642,Karyawan_2642,Admin,170,48,7000000
2643,Karyawan_2643,Designer,152,30,10000000
2644,Karyawan_2644,Marketing,209,23,8500000
2645,Karyawan_2645,Designer,185,51,10000000
2646,Karyawan_2646,Admin,158,41,10000000
2647,Karyawan_2647,Security,182,58,8500000
2648,Karyawan_2648,Security,176,50,10000000
2649,Karyawan_2649,Designer,155,41,8500000
2650,Karyawan_2650,Security,194,46,8000000
2651,Karyawan_2651,Marketing,167,26,7000000
2652,Karyawan_2652,Admin,162,51,6000000
2653,Karyawan_2653,Admin,204,36,8500000
2654,Karyawan_2654,Marketing,173,41,8000000
2655,Karyawan_2655,Developer,200,45,8500000
2656,Karyawan_2656,Security,161,48,10000000
2657,Karyawan_2657,Developer,151,42,10000000
2658,Karyawan_2658,Developer,160,40,8500000
2659,Karyawan_2659,Security,174,28,7000000
2660,Karyawan_2660,Marketing,154,31,8000000
2661,Karyawan_2661,Developer,207,48,10000000
2662,Karyawan_2662,Designer,167,42,8000000
2663,Karyawan_2663,Admin,157,59,10000000
2664,Karyawan_2664,Admin,164,53,8500000
2665,Karyawan_2665,Developer,162,22,8000000
2666,Karyawan_2666,Designer,184,40,8000000
2667,Karyawan_2667,Security,183,56,6000000
2668,Karyawan_2668,Designer,170,22,8500000
2669,Karyawan_2669,Marketing,202,31,7000000
2670,Karyawan_2670,Marketing,154,37,6000000
2671,Karyawan_2671,Marketing,187,24,8000000
2672,Karyawan_2672,Admin,188,43,8500000
2673,Karyawan_2673,Designer,205,34,10000000
2674,Karyawan_2674,Marketing,163,56,8000000
2675,Karyawan_2675,Designer,162,33,7000000
2676,Karyawan_2676,Admin,184,43,7000000
2677,Karyawan_2677,Security,204,49,8000000
2678,Karyawan_2678,Marketing,181,28,7000000
2679,Karyawan_2679,Security,153,30,6000000
2680,Karyawan_2680,Marketing,191,42,8500000
2681,Karyawan_2681,Designer,187,52,8500000
2682,Karyawan_2682,Developer,176,54,8500000
2683,Karyawan_2683,Security,173,54,6000000
2684,Karyawan_2684,Designer,174,49,8500000
2685,Karyawan_2685,Security,168,45,8000000
2686,Karyawan_2686,Admin,192,53,8500000
2687,Karyawan_2687,Admin,167,31,6000000
2688,Karyawan_2688,Developer,160,29,7000000
2689,Karyawan_2689,Developer,191,45,10000000
2690,Karyawan_2690,Developer,175,47,8000000
2691,Karyawan_2691,Security,151,34,8500000
2692,Karyawan_2692,Admin,209,24,8000000
2693,Karyawan_2693,Developer,206,33,6000000
2694,Karyawan_2694,Developer,174,45,8000000
2695,Karyawan_2695,Security,158,26,8000000
2696,Karyawan_2696,Admin,167,24,8500000
2697,Karyawan_2697,Designer,206,51,8000000
2698,Karyawan_2698,Designer,157,30,8000000
2699,Karyawan_2699,Marketing,159,21,8000000
2700,Karyawan_2700,Designer,203,23,8000000
2701,Karyawan_2701,Marketing,174,37,8000000
2702,Karyawan_2702,Designer,204,35,10000000
2703,Karyawan_2703,Marketing,153,45,10000000
2704,Karyawan_2704,Admin,158,48,8000000
2705,Karyawan_2705,Security,153,30,7000000
2706,Karyawan_2706,Designer,192,36,8500000
2707,Karyawan_2707,Developer,175,42,10000000
2708,Karyawan_2708,Designer,152,49,8000000
2709,Karyawan_2709,Developer,171,56,8500000
2710,Karyawan_2710,Security,197,55,6000000
2711,Karyawan_2711,Developer,157,47,6000000
2712,Karyawan_2712,Marketing,166,52,10000000
2713,Karyawan_2713,Designer,180,41,7000000
2714,Karyawan_2714,Marketing,171,49,8000000
2715,Karyawan_2715,Developer,199,28,8500000
2716,Karyawan_2716,Developer,206,44,10000000
2717,Karyawan_2717,Admin,152,36,8500000
2718,Karyawan_2718,Designer,164,27,6000000
2719,Karyawan_2719,Security,155,31,6000000
2720,Karyawan_2720,Admin,152,33,8500000
2721,Karyawan_2721,Designer,175,57,6000000
2722,Karyawan_2722,Developer,164,29,8000000
2723,Karyawan_2723,Designer,193,53,10000000
2724,Karyawan_2724,Marketing,187,45,10000000
2725,Karyawan_2725,Marketing,173,24,6000000
2726,Karyawan_2726,Designer,205,43,7000000
2727,Karyawan_2727,Designer,169,43,7000000
2728,Karyawan_2728,Admin,161,34,10000000
2729,Karyawan_2729,Developer,167,48,6000000
2730,Karyawan_2730,Marketing,166,57,8000000
2731,Karyawan_2731,Security,164,56,10000000
2732,Karyawan_2732,Designer,208,37,8000000
2733,Karyawan_2733,Developer,177,56,10000000
2734,Karyawan_2734,Admin,209,23,7000000
2735,Karyawan_2735,Marketing,173,24,8500000
2736,Karyawan_2736,Developer,208,45,10000000
2737,Karyawan_2737,Developer,174,36,6000000
2738,Karyawan_2738,Security,169,36,7000000
2739,Karyawan_2739,Designer,176,52,6000000
2740,Karyawan_2740,Security,160,24,7000000
2741,Karyawan_2741,Admin,201,58,6000000
2742,Karyawan_2742,Designer,182,22,8000000
2743,Karyawan_2743,Security,205,32,10000000
2744,Karyawan_2744,Security,185,48,6000000
2745,Karyawan_2745,Designer,153,27,8000000
2746,Karyawan_2746,Developer,157,51,10000000
2747,Karyawan_2747,Designer,195,23,8000000
2748,Karyawan_2748,Developer,200,42,7000000
2749,Karyawan_2749,Designer,158,38,10000000
2750,Karyawan_2750,Marketing,172,31,8500000
2751,Karyawan_2751,Security,182,44,10000000
2752,Karyawan_2752,Designer,184,37,7000000
2753,Karyawan_2753,Security,189,24,8500000
2754,Karyawan_2754,Developer,195,23,7000000
2755,Karyawan_2755,Designer,179,23,10000000
2756,Karyawan_2756,Marketing,209,40,6000000
2757,Karyawan_2757,Designer,152,50,8500000
2758,Karyawan_2758,Security,192,49,7000000
2759,Karyawan_2759,Developer,172,39,7000000
2760,Karyawan_2760,Designer,200,33,6000000
2761,Karyawan_2761,Admin,198,52,8500000
2762,Karyawan_2762,Security,182,38,8000000
2763,Karyawan_2763,Security,155,48,8500000
2764,Karyawan_2764,Marketing,164,27,8000000
2765,Karyawan_2765,Security,180,33,8500000
2766,Karyawan_2766,Marketing,164,58,8000000
2767,Karyawan_2767,Designer,150,59,7000000
2768,Karyawan_2768,Developer,194,49,10000000
2769,Karyawan_2769,Developer,192,53,8500000
2770,Karyawan_2770,Developer,156,42,10000000
2771,Karyawan_2771,Marketing,198,29,10000000
2772,Karyawan_2772,Admin,151,22,8000000
2773,Karyawan_2773,Security,191,51,6000000
2774,Karyawan_2774,Developer,182,43,10000000
2775,Karyawan_2775,Marketing,165,38,8500000
2776,Karyawan_2776,Security,171,24,10000000
2777,Karyawan_2777,Designer,180,43,7000000
2778,Karyawan_2778,Security,172,43,10000000
2779,Karyawan_2779,Designer,180,49,10000000
2780,Karyawan_2780,Marketing,208,54,8000000
2781,Karyawan_2781,Marketing,200,52,8500000
2782,Karyawan_2782,Marketing,204,39,7000000
2783,Karyawan_2783,Developer,201,27,10000000
2784,Karyawan_2784,Developer,205,30,8000000
2785,Karyawan_2785,Designer,207,40,7000000
2786,Karyawan_2786,Marketing,192,51,8000000
2787,Karyawan_2787,Admin,199,38,8000000
2788,Karyawan_2788,Designer,187,32,8000000
2789,Karyawan_2789,Developer,184,36,8000000
2790,Karyawan_2790,Security,166,27,8000000
2791,Karyawan_2791,Security,200,31,8500000
2792,Karyawan_2792,Marketing,207,33,7000000
2793,Karyawan_2793,Admin,203,29,7000000
2794,Karyawan_2794,Admin,187,42,7000000
2795,Karyawan_2795,Admin,203,23,7000000
2796,Karyawan_2796,Marketing,169,28,6000000
2797,Karyawan_2797,Marketing,192,59,8500000
2798,Karyawan_2798,Developer,153,22,10000000
2799,Karyawan_2799,Marketing,172,27,8000000
2800,Karyawan_2800,Designer,178,59,8500000
2801,Karyawan_2801,Designer,187,51,10000000
2802,Karyawan_2802,Designer,204,35,8000000
2803,Karyawan_2803,Marketing,176,27,6000000
2804,Karyawan_2804,Admin,178,21,10000000
2805,Karyawan_2805,Developer,166,55,7000000
2806,Karyawan_2806,Marketing,192,22,8500000
2807,Karyawan_2807,Designer,181,51,6000000
2808,Karyawan_2808,Marketing,151,35,8000000
2809,Karyawan_2809,Designer,157,26,8000000
2810,Karyawan_2810,Security,165,30,6000000
2811,Karyawan_2811,Admin,171,50,8500000
2812,Karyawan_2812,Security,208,28,7000000
2813,Karyawan_2813,Designer,186,56,10000000
2814,Karyawan_2814,Security,206,50,6000000
2815,Karyawan_2815,Admin,208,51,8000000
2816,Karyawan_2816,Security,187,28,7000000
2817,Karyawan_2817,Admin,177,42,8000000
2818,Karyawan_2818,Security,170,56,10000000
2819,Karyawan_2819,Admin,198,52,8000000
2820,Karyawan_2820,Developer,183,59,10000000
2821,Karyawan_2821,Admin,183,47,8500000
2822,Karyawan_2822,Marketing,196,58,10000000
2823,Karyawan_2823,Marketing,185,59,8500000
2824,Karyawan_2824,Developer,206,23,8000000
2825,Karyawan_2825,Designer,166,52,8500000
2826,Karyawan_2826,Designer,192,40,7000000
2827,Karyawan_2827,Admin,159,58,8000000
2828,Karyawan_2828,Marketing,167,43,8500000
2829,Karyawan_2829,Designer,153,46,6000000
2830,Karyawan_2830,Security,191,56,8500000
2831,Karyawan_2831,Marketing,157,47,8000000
2832,Karyawan_2832,Security,188,32,6000000
2833,Karyawan_2833,Admin,160,34,8500000
2834,Karyawan_2834,Security,169,37,7000000
2835,Karyawan_2835,Security,166,31,8000000
2836,Karyawan_2836,Security,182,59,8000000
2837,Karyawan_2837,Designer,178,50,8500000
2838,Karyawan_2838,Marketing,177,59,10000000
2839,Karyawan_2839,Designer,196,22,10000000
2840,Karyawan_2840,Developer,165,39,7000000
2841,Karyawan_2841,Security,198,26,8000000
2842,Karyawan_2842,Security,168,39,8500000
2843,Karyawan_2843,Marketing,150,35,8500000
2844,Karyawan_2844,Marketing,197,25,8000000
2845,Karyawan_2845,Designer,174,24,6000000
2846,Karyawan_2846,Security,156,58,10000000
2847,Karyawan_2847,Designer,202,20,6000000
2848,Karyawan_2848,Developer,204,20,8500000
2849,Karyawan_2849,Security,168,32,8000000
2850,Karyawan_2850,Developer,189,58,6000000
2851,Karyawan_2851,Designer,174,33,10000000
2852,Karyawan_2852,Security,157,29,7000000
2853,Karyawan_2853,Marketing,177,29,8000000
2854,Karyawan_2854,Marketing,195,56,7000000
2855,Karyawan_2855,Security,194,22,8500000
2856,Karyawan_2856,Developer,191,50,8500000
2857,Karyawan_2857,Developer,199,27,6000000
2858,Karyawan_2858,Admin,192,36,6000000
2859,Karyawan_2859,Designer,167,31,8500000
2860,Karyawan_2860,Security,197,48,6000000
2861,Karyawan_2861,Designer,193,47,8000000
2862,Karyawan_2862,Developer,155,52,8500000
2863,Karyawan_2863,Developer,186,35,8000000
2864,Karyawan_2864,Developer,169,54,8000000
2865,Karyawan_2865,Security,196,54,8500000
2866,Karyawan_2866,Marketing,171,29,10000000
2867,Karyawan_2867,Admin,155,39,6000000
2868,Karyawan_2868,Developer,154,37,6000000
2869,Karyawan_2869,Security,189,29,6000000
2870,Karyawan_2870,Developer,172,23,10000000
2871,Karyawan_2871,Security,202,41,7000000
2872,Karyawan_2872,Security,180,30,8000000
2873,Karyawan_2873,Developer,186,41,6000000
2874,Karyawan_2874,Admin,195,54,6000000
2875,Karyawan_2875,Admin,174,39,6000000
2876,Karyawan_2876,Designer,161,51,7000000
2877,Karyawan_2877,Developer,154,59,6000000
2878,Karyawan_2878,Security,155,43,10000000
2879,Karyawan_2879,Security,151,29,7000000
2880,Karyawan_2880,Designer,170,48,8000000
2881,Karyawan_2881,Developer,203,34,8500000
2882,Karyawan_2882,Marketing,205,48,8000000
2883,Karyawan_2883,Developer,178,58,10000000
2884,Karyawan_2884,Developer,167,51,8000000
2885,Karyawan_2885,Admin,182,58,10000000
2886,Karyawan_2886,Designer,201,39,6000000
2887,Karyawan_2887,Admin,166,47,7000000
2888,Karyawan_2888,Developer,186,53,8500000
2889,Karyawan_2889,Security,187,44,10000000
2890,Karyawan_2890,Developer,173,49,10000000
2891,Karyawan_2891,Security,162,55,10000000
2892,Karyawan_2892,Admin,198,21,8000000
2893,Karyawan_2893,Marketing,207,50,7000000
2894,Karyawan_2894,Developer,175,47,8000000
2895,Karyawan_2895,Developer,174,50,8500000
2896,Karyawan_2896,Admin,170,29,10000000
2897,Karyawan_2897,Admin,162,47,6000000
2898,Karyawan_2898,Admin,198,24,8000000
2899,Karyawan_2899,Designer,189,46,8000000
2900,Karyawan_2900,Developer,178,40,8000000
2901,Karyawan_2901,Security,163,45,10000000
2902,Karyawan_2902,Marketing,162,56,7000000
2903,Karyawan_2903,Admin,157,43,10000000
2904,Karyawan_2904,Marketing,206,57,6000000
2905,Karyawan_2905,Security,209,42,8000000
2906,Karyawan_2906,Developer,171,57,10000000
2907,Karyawan_2907,Security,159,43,8500000
2908,Karyawan_2908,Developer,158,33,6000000
2909,Karyawan_2909,Designer,200,55,8500000
2910,Karyawan_2910,Admin,182,38,8500000
2911,Karyawan_2911,Marketing,193,42,8000000
2912,Karyawan_2912,Marketing,157,44,10000000
2913,Karyawan_2913,Designer,190,57,7000000
2914,Karyawan_2914,Designer,157,52,8500000
2915,Karyawan_2915,Marketing,154,30,8500000
2916,Karyawan_2916,Marketing,173,31,7000000
2917,Karyawan_2917,Designer,155,31,10000000
2918,Karyawan_2918,Security,164,38,8000000
2919,Karyawan_2919,Developer,200,33,8500000
2920,Karyawan_2920,Security,156,34,6000000
2921,Karyawan_2921,Designer,155,38,10000000
2922,Karyawan_2922,Marketing,174,43,6000000
2923,Karyawan_2923,Designer,171,27,8000000
2924,Karyawan_2924,Developer,194,41,8500000
2925,Karyawan_2925,Developer,151,30,8500000
2926,Karyawan_2926,Marketing,203,48,6000000
2927,Karyawan_2927,Marketing,206,36,10000000
2928,Karyawan_2928,Developer,191,36,10000000
2929,Karyawan_2929,Developer,206,32,7000000
2930,Karyawan_2930,Security,203,59,8500000
2931,Karyawan_2931,Admin,192,41,6000000
2932,Karyawan_2932,Marketing,173,27,8000000
2933,Karyawan_2933,Admin,153,35,6000000
2934,Karyawan_2934,Marketing,178,39,8000000
2935,Karyawan_2935,Security,180,28,10000000
2936,Karyawan_2936,Admin,192,49,8500000
2937,Karyawan_2937,Marketing,183,50,8000000
2938,Karyawan_2938,Security,173,35,8000000
2939,Karyawan_2939,Designer,155,41,8000000
2940,Karyawan_2940,Marketing,185,52,8000000
2941,Karyawan_2941,Developer,177,25,10000000
2942,Karyawan_2942,Developer,150,49,7000000
2943,Karyawan_2943,Developer,154,58,6000000
2944,Karyawan_2944,Designer,176,30,7000000
2945,Karyawan_2945,Marketing,193,43,10000000
2946,Karyawan_2946,Admin,192,43,10000000
2947,Karyawan_2947,Designer,208,22,8000000
2948,Karyawan_2948,Marketing,187,21,7000000
2949,Karyawan_2949,Admin,173,37,6000000
2950,Karyawan_2950,Developer,166,27,6000000
2951,Karyawan_2951,Designer,202,44,8000000
2952,Karyawan_2952,Security,161,36,8500000
2953,Karyawan_2953,Security,178,26,10000000
2954,Karyawan_2954,Designer,195,44,10000000
2955,Karyawan_2955,Admin,186,37,8000000
2956,Karyawan_2956,Marketing,173,48,6000000
2957,Karyawan_2957,Admin,207,47,7000000
2958,Karyawan_2958,Security,176,57,8500000
2959,Karyawan_2959,Developer,201,44,10000000
2960,Karyawan_2960,Developer,151,47,7000000
2961,Karyawan_2961,Developer,183,21,6000000
2962,Karyawan_2962,Marketing,153,25,8000000
2963,Karyawan_2963,Admin,186,53,6000000
2964,Karyawan_2964,Designer,194,52,8500000
2965,Karyawan_2965,Marketing,199,39,7000000
2966,Karyawan_2966,Admin,194,55,8500000
2967,Karyawan_2967,Developer,200,22,10000000
2968,Karyawan_2968,Marketing,194,22,7000000
2969,Karyawan_2969,Developer,199,34,8500000
2970,Karyawan_2970,Designer,172,36,10000000
2971,Karyawan_2971,Security,171,45,10000000
2972,Karyawan_2972,Admin,185,35,10000000
2973,Karyawan_2973,Marketing,185,40,8500000
2974,Karyawan_2974,Developer,191,58,10000000
2975,Karyawan_2975,Security,204,35,7000000
2976,Karyawan_2976,Designer,196,39,10000000
2977,Karyawan_2977,Designer,202,52,10000000
2978,Karyawan_2978,Marketing,162,51,8500000
2979,Karyawan_2979,Admin,183,26,6000000
2980,Karyawan_2980,Marketing,181,20,10000000
2981,Karyawan_2981,Security,162,49,8500000
2982,Karyawan_2982,Security,158,39,6000000
2983,Karyawan_2983,Admin,170,35,10000000
2984,Karyawan_2984,Marketing,183,36,8500000
2985,Karyawan_2985,Developer,164,42,8500000
2986,Karyawan_2986,Security,204,22,10000000
2987,Karyawan_2987,Developer,186,40,6000000
2988,Karyawan_2988,Designer,209,42,8000000
2989,Karyawan_2989,Designer,196,21,7000000
2990,Karyawan_2990,Security,180,56,8000000
2991,Karyawan_2991,Marketing,170,22,7000000
2992,Karyawan_2992,Admin,200,29,7000000
2993,Karyawan_2993,Security,179,31,6000000
2994,Karyawan_2994,Designer,175,35,10000000
2995,Karyawan_2995,Admin,169,46,10000000
2996,Karyawan_2996,Marketing,161,25,10000000
2997,Karyawan_2997,Security,198,54,7000000
2998,Karyawan_2998,Marketing,155,21,7000000
2999,Karyawan_2999,Designer,167,43,7000000
3000,Karyawan_3000,Developer,209,21,10000000
3001,Karyawan_3001,Admin,157,44,7000000
3002,Karyawan_3002,Developer,153,25,7000000
3003,Karyawan_3003,Designer,159,25,6000000
3004,Karyawan_3004,Admin,155,55,7000000
3005,Karyawan_3005,Admin,181,44,7000000
3006,Karyawan_3006,Admin,176,28,8500000
3007,Karyawan_3007,Security,163,39,6000000
3008,Karyawan_3008,Designer,165,41,8000000
3009,Karyawan_3009,Marketing,173,27,7000000
3010,Karyawan_3010,Developer,207,28,10000000
3011,Karyawan_3011,Admin,203,29,10000000
3012,Karyawan_3012,Designer,170,42,10000000
3013,Karyawan_3013,Admin,152,30,8500000
3014,Karyawan_3014,Developer,184,38,8500000
3015,Karyawan_3015,Designer,176,45,8000000
3016,Karyawan_3016,Security,170,27,7000000
3017,Karyawan_3017,Marketing,172,58,10000000
3018,Karyawan_3018,Developer,162,22,10000000
3019,Karyawan_3019,Marketing,196,57,10000000
3020,Karyawan_3020,Developer,160,31,8500000
3021,Karyawan_3021,Security,189,24,10000000
3022,Karyawan_3022,Developer,152,39,8500000
3023,Karyawan_3023,Admin,206,32,6000000
3024,Karyawan_3024,Designer,183,43,8500000
3025,Karyawan_3025,Security,161,47,8000000
3026,Karyawan_3026,Marketing,162,20,6000000
3027,Karyawan_3027,Designer,155,56,10000000
3028,Karyawan_3028,Admin,187,41,8000000
3029,Karyawan_3029,Designer,169,57,10000000
3030,Karyawan_3030,Developer,206,29,6000000
3031,Karyawan_3031,Security,177,51,7000000
3032,Karyawan_3032,Marketing,158,47,6000000
3033,Karyawan_3033,Developer,198,39,6000000
3034,Karyawan_3034,Security,179,34,6000000
3035,Karyawan_3035,Marketing,161,43,7000000
3036,Karyawan_3036,Marketing,185,50,10000000
3037,Karyawan_3037,Designer,164,31,8000000
3038,Karyawan_3038,Admin,161,44,10000000
3039,Karyawan_3039,Developer,164,41,6000000
3040,Karyawan_3040,Marketing,184,40,6000000
3041,Karyawan_3041,Developer,160,34,7000000
3042,Karyawan_3042,Designer,171,44,8000000
3043,Karyawan_3043,Designer,204,29,8500000
3044,Karyawan_3044,Designer,169,37,6000000
3045,Karyawan_3045,Security,196,32,6000000
3046,Karyawan_3046,Developer,208,28,8500000
3047,Karyawan_3047,Developer,203,30,8000000
3048,Karyawan_3048,Designer,201,29,8000000
3049,Karyawan_3049,Developer,195,56,8000000
3050,Karyawan_3050,Developer,196,31,8500000
3051,Karyawan_3051,Marketing,162,32,6000000
3052,Karyawan_3052,Security,190,27,8500000
3053,Karyawan_3053,Security,186,31,8000000
3054,Karyawan_3054,Admin,197,38,8500000
3055,Karyawan_3055,Developer,170,42,10000000
3056,Karyawan_3056,Admin,208,55,8000000
3057,Karyawan_3057,Developer,186,41,7000000
3058,Karyawan_3058,Security,195,50,7000000
3059,Karyawan_3059,Marketing,159,36,8000000
3060,Karyawan_3060,Designer,166,34,10000000
3061,Karyawan_3061,Marketing,189,43,6000000
3062,Karyawan_3062,Marketing,199,40,7000000
3063,Karyawan_3063,Marketing,161,43,7000000
3064,Karyawan_3064,Designer,156,58,8500000
3065,Karyawan_3065,Security,179,54,8500000
3066,Karyawan_3066,Admin,190,51,7000000
3067,Karyawan_3067,Marketing,155,52,7000000
3068,Karyawan_3068,Developer,206,43,8500000
3069,Karyawan_3069,Marketing,173,22,6000000
3070,Karyawan_3070,Security,150,45,6000000
3071,Karyawan_3071,Admin,159,54,7000000
3072,Karyawan_3072,Security,194,48,8500000
3073,Karyawan_3073,Security,193,33,8000000
3074,Karyawan_3074,Security,159,22,6000000
3075,Karyawan_3075,Marketing,169,33,8000000
3076,Karyawan_3076,Marketing,206,54,7000000
3077,Karyawan_3077,Designer,206,55,8000000
3078,Karyawan_3078,Admin,194,37,6000000
3079,Karyawan_3079,Marketing,151,56,10000000
3080,Karyawan_3080,Marketing,166,55,8500000
3081,Karyawan_3081,Developer,186,25,7000000
3082,Karyawan_3082,Developer,192,57,10000000
3083,Karyawan_3083,Security,196,51,7000000
3084,Karyawan_3084,Designer,187,47,6000000
3085,Karyawan_3085,Security,203,36,10000000
3086,Karyawan_3086,Designer,188,29,8000000
3087,Karyawan_3087,Designer,170,58,6000000
3088,Karyawan_3088,Security,165,35,8500000
3089,Karyawan_3089,Marketing,151,28,10000000
3090,Karyawan_3090,Marketing,201,21,8500000
3091,Karyawan_3091,Developer,168,24,8500000
3092,Karyawan_3092,Marketing,156,54,7000000
3093,Karyawan_3093,Designer,169,42,6000000
3094,Karyawan_3094,Security,199,59,8500000
3095,Karyawan_3095,Developer,209,27,8000000
3096,Karyawan_3096,Developer,186,30,10000000
3097,Karyawan_3097,Marketing,200,28,8500000
3098,Karyawan_3098,Designer,198,31,8000000
3099,Karyawan_3099,Marketing,165,43,10000000
3100,Karyawan_3100,Designer,184,31,6000000
3101,Karyawan_3101,Developer,202,43,10000000
3102,Karyawan_3102,Designer,166,32,8500000
3103,Karyawan_3103,Marketing,156,34,8000000
3104,Karyawan_3104,Admin,184,37,7000000
3105,Karyawan_3105,Marketing,179,25,7000000
3106,Karyawan_3106,Marketing,162,43,7000000
3107,Karyawan_3107,Admin,162,36,8500000
3108,Karyawan_3108,Security,209,56,8500000
3109,Karyawan_3109,Admin,209,48,10000000
3110,Karyawan_3110,Marketing,157,23,8500000
3111,Karyawan_3111,Marketing,180,50,8500000
3112,Karyawan_3112,Security,162,24,6000000
3113,Karyawan_3113,Marketing,161,49,10000000
3114,Karyawan_3114,Designer,172,26,10000000
3115,Karyawan_3115,Admin,162,26,6000000
3116,Karyawan_3116,Marketing,152,28,8000000
3117,Karyawan_3117,Developer,173,57,7000000
3118,Karyawan_3118,Developer,175,46,10000000
3119,Karyawan_3119,Security,169,28,7000000
3120,Karyawan_3120,Admin,199,36,8000000
3121,Karyawan_3121,Admin,175,40,7000000
3122,Karyawan_3122,Developer,193,44,7000000
3123,Karyawan_3123,Developer,169,22,6000000
3124,Karyawan_3124,Admin,204,27,8500000
3125,Karyawan_3125,Marketing,201,23,10000000
3126,Karyawan_3126,Developer,193,38,10000000
3127,Karyawan_3127,Marketing,179,41,8000000
3128,Karyawan_3128,Developer,203,45,8500000
3129,Karyawan_3129,Security,183,54,8000000
3130,Karyawan_3130,Security,155,47,7000000
3131,Karyawan_3131,Marketing,185,41,10000000
3132,Karyawan_3132,Security,152,34,8000000
3133,Karyawan_3133,Developer,161,53,6000000
3134,Karyawan_3134,Marketing,167,36,6000000
3135,Karyawan_3135,Admin,161,27,10000000
3136,Karyawan_3136,Developer,190,56,10000000
3137,Karyawan_3137,Admin,157,39,6000000
3138,Karyawan_3138,Admin,172,24,8500000
3139,Karyawan_3139,Developer,189,40,8500000
3140,Karyawan_3140,Marketing,150,44,8000000
3141,Karyawan_3141,Marketing,167,56,10000000
3142,Karyawan_3142,Designer,188,47,10000000
3143,Karyawan_3143,Security,202,27,8000000
3144,Karyawan_3144,Designer,186,31,7000000
3145,Karyawan_3145,Designer,176,45,7000000
3146,Karyawan_3146,Admin,182,58,10000000
3147,Karyawan_3147,Marketing,175,33,7000000
3148,Karyawan_3148,Admin,194,37,7000000
3149,Karyawan_3149,Marketing,209,32,7000000
3150,Karyawan_3150,Security,153,49,8500000
3151,Karyawan_3151,Developer,204,51,7000000
3152,Karyawan_3152,Admin,156,38,6000000
3153,Karyawan_3153,Designer,185,54,7000000
3154,Karyawan_3154,Designer,171,57,6000000
3155,Karyawan_3155,Developer,171,54,8500000
3156,Karyawan_3156,Developer,187,37,7000000
3157,Karyawan_3157,Developer,208,48,7000000
3158,Karyawan_3158,Security,192,53,8500000
3159,Karyawan_3159,Security,188,51,8000000
3160,Karyawan_3160,Admin,198,54,6000000
3161,Karyawan_3161,Security,155,52,8500000
3162,Karyawan_3162,Developer,164,53,8500000
